ID,名人姓名,名人国籍,性别,发表地区,发表形式,事发日期,道歉时间,道歉原因,道歉原因归类,主要道歉对象,道歉对象所在地区,道歉人职业领域,发布平台,全文 简体,,,,,,,,,,,,,
259,蕾拉和汤宇,台湾,男女,台灣,視頻,11/6/2023,11/7/2023,持有大麻,,社會,台灣,網紅,IG,"我想要向 ，我想要向所有社会 大众 以及 关心 我 的 人， 还有 我 的 小孩， 还有 我 的 父母， 还有 我 的亲朋好友们道歉。在 第一 时间 我否认 了 一切，那是不 对 的， 是 违心 的。我常都说，我们 都应该面对 最 真实 的 自己。所以 我 想要 向 所有人 承认 我 的 错误。我做 了全天下 的 妈妈 都 不该 做 的 事情。我 有， 我 确实 有 吸食 大麻 的 行为， 不管 是 在 国内 还是 泰国， 我 都 有。我 觉得 时间 点 已经 不 重要 了。重点就是我 做 了 自己 的 事情， 我就是 不 对。我 曾经 想 过 说谎， 我确实也说了谎。我说谎的 原因 是因为 我 不 希望 我 的 小孩 因此 受到 伤害。我 不想要 言论 伤害 到他。但是，说谎这件 事情 始终 还是 不 对 的。我想要做一个 妈妈 该 做 的 事情， 我 想 教育 我 的 小孩， 不管 做错 了 什么 事情，诚实才 是 最 重要 的， 面对 自己 才 是 最 重要 的。所以这就是 我，我觉得 我 真的 很 抱歉。我 让 很多 人 失望 了。我 知道。会 不会 接受 所有人 的， 不管 是 批评 还是 指教， 以及 后续 会 发生 的 所有 事情， 我 都 愿意 接受。至于 我 的 孩子 们。我 会 告诉 他们 妈妈做错 了。我 也 已经 告诉 我 的 女儿， 妈妈做了不 对 的 事情，妈妈 吸 了 毒， 在台湾 就是 不 对， 都 是 犯法 的， 不 应该 这 样子，不管 是基于任何理由， 都 不 可以 做 这件事情。都 可以 寻求 更好 的 帮助，跟更好 的 解决 方法， 而 不是 透过吸食大麻来 解决问题。我 关闭 脸书 跟IG的留言 就是 因为 我 不 希望 我 的 孩子 被那些言论 所 伤害 ，我不希望不是针对 我，而是针对 我 的 孩子。但是 就算 我 挡 得了 一时， 我 也挡不了一辈子。我 知道 这个， 我 知道这支影片 出去 之后，吸毒这个标签会在我身上一辈子， 我也 愿意承担这点事情。对 我 的 小孩 很 不 公平， 所以 我 很 抱歉 我 对 我 的 小孩。我 伤害 了 我 的 小孩子 们， 我 很 抱歉。所以，从 今天 开始， 我会 尽全力 去 弥补 我 的 小孩 们， 尽全力的陪 在 他们 身边， 陪他们，保护 他们， 陪 他们 度过 所有 的 事情。这是身为妈妈 的 我 应该 要 做 的 事， 也 是 必须 做 的 事情。我错 了， 我 不该 说谎， 不该 吸毒。我 愿意 接受 司法 一切 对 我 的 判决， 也 愿意 接受 所有 社会 大众 对 我 的 舆论， 也 愿意 接受 后续 发生 的 所有 事情。最后 我很想再跟大家说，我 很 抱歉， 对不起， 我 说 了 谎， 对不起 我 吸 了 毒。我 以后 也 不会 再 做 这些 事情。也许 我以后还会继续拍影片， 因为我真的觉得这个 工作 对 我 来说 很 快乐， 拍 影片 也 很 快乐。不管 大家买单还是 不买单， 我只是想要说我心里 所 想要 说 的话。我 想 我 想要 做 最 真实 的 自己， 我 想要 面对 自己。我 不想 去 逃避， 不 想要 再 躲躲藏藏。我 很 抱歉。对不起， 我错 了。

 我是汤宇， 在这边先跟全体的社会大众，还有我亲爱的家人们，也是很郑重的道歉， 我们真的做了一个非常错误的决定跟示范， 毕竟我们都还身为父亲母亲。经过 这 两天 的 沉淀， 我 跟 我 的 妻子 决定 好好 的 面对 未来 所有 的 事情。那我们 不会找任何理由，因为我们 就是 做错了。那现在 呢， 就是 会 接受所有的 批评， 以及未来司法的任何的程序，我们这边 都一并的接受。我们 刚跟母亲也都道歉完了。再次 向 所有 喜欢 我们 或是 支持 我们 的 人 道歉， 真的 很 对不起 你们， 我们 做了 这么 不好 的 事情。

最后 我 想 说。我 期望 看 完这支影片的所有人。我 知道 这个要求很 过分， 我 不 应该 去 要求，但 我真的希望，你们可以生气，你们可以骂我， 但拜托 你们 不要， 不要就伤害 孩子。如果 看到 我 的 女儿， 也请 不要 对 她 提到 这件 事情， 也请 不要对她说 你 的 妈妈吸毒这些生活。我 不想要她去遇到这样的事情，我希望他 可以 帮 我 这个 忙。

做错了事情的是我们，希望大家， 我们 接受 一切 的 批评与指教，希望 大家 可以好好 的 对待 我们的小孩子， 我们 很 抱歉， 但是 真诚 的 道歉。未来 一定 会，我们 绝对 不会 再犯， 未来 也 会 好好 弥补 一切， 然后 好好 照顾 我们 的 家人。对不起。
对不起。
",,,,,,,,,,,,,
260,陈志朋,台湾,男,大陆,文字,11/29/2023,12/2/2023,偷漏税,,,,艺人,微博,"大家好，我是志朋，很抱歉以这种方式与大家沟通。我已经留意到了网上关于前工作人员爆料的内容，没有第一时间公开回复是因为我本人需要一定时间做初步核实，从而尽我最大努力给大家一个真诚的交代。
2022年9月我收到了税务局向我发送的税务检查通知书，在收到通知书后，我积极响应税务局的要求，主动的提供了我的银行流水等资料与信息，并多次前往税务局配合调查，以便税务局做出最终决定。在此期间，我多次承诺，若最终认为我确实需要补缴税款的，我一定及时完成补缴。
2023年9月5日我收到了税务局最终的决定书,我于2023年9月6日支付了所有款项，具体的金额也并不如该前工作人员爆料的这么多。
一直以来我对于公司运营、财务等并不擅长，所以极度依赖并相信当时的管理团队，对于合同的签订、管理也都由管理团队负责。
据我了解，与我演艺工作相关的协议大多明确了由合作方代缴税款，我的收入为完税后收入，因此我本人始终认为我帐户内收到的款项均为我的合法税后收入。直至此次税务检查，我才了解到，不论合同双方是何种约定，如果对方未能提供完税证明，我本人作为纳税义务人就应当缴纳税款。而当时由于我们对于法律的无知,未查看对方代我缴纳税款的完税证明，导致我在不知情的情况下欠下了税款。
不论何种原因，本次的税务问题是因我本人疏忽核查所致，理应就此承担责任。对于补缴税款、承担后果我没有任何异议，也已经第一时间积极整改，还希望大家可以给我一个补过的机会。
对于这位前工作人员，他最终是因为自身工作过失在2023年9月18日引咎退出合作的，公司本着善意并没有向他追究任何责任，对此公司保留有当时的完整聊天记录。除了税务问题外，他提到的内容断章取义、恶意曲解与凭空捏造，与事实有很大的差距。
他称在税务问题发生后我强制要求他签订保密协议，经翻查记录，发现他在合作开展初期的确签了保密协议，协议签订日期是2021年，远远早于事发。
他现在正以明示、暗示、误导的方式把我塑造成不知天为何物且唯利是图的人，对此我无法接受，也无法理解。说来真是讽刺，他退出当天还曾向我发送微信称对我“真的感恩”、“真心挂念”，所谓职场冷暴力、PUA、无视商家利益等都是莫须有的“罪名”，我将就他的侵权行为发起诉讼，相信公司也会追究他合作期间不当行为的法律后果。
虽我从某种意义上来说并不是完美的“被侵权人”，但请原谅我无法接受他对我的恶意捏造。至于他与公司的劳动争议，据称他已经向劳动仲裁递交案件了，他所谓拖欠劳动者款项并无法律依据，我相信司法会还公司一个公道。
因我的个人事件占用公共资源，志朋再次向大家诚恳致歉。",,,,,,,,,,,,,
261,杨丞琳,台湾,女,中国大陆,文字,12/9/2023,12/10/2023,涉歧视河南人,,,,歌手,微博,我要为郑州演唱会上那个冒犯并没有礼貌的玩笑道歉，对不起。的确是我的不对，我非常愿意也应当接受大家及时的指正和批评。再次跟因为我而受到困扰的人郑重道歉。,,,,,,,,,,,,,
262,艾莉莎莎,台湾,女,台灣,文字,1/13/2024,1/27/2024,指控選舉作票,,社會,台灣,網紅,脸书,"大家好，我是爱莉莎莎
针对近期网路讨论声量较大的风波，想跟大家进行说明
没有第一时间发表声明，是因为想等台湾事实查核中心查证当晚我在限动曝光的资讯
首先，关于多家报导中说我使用「抖音恶意剪辑影片」的部分
这边想逐项说明及澄清我「没有」曝光或转发任何经过变造的恶意影片，影片皆由监票民众所拍摄之真实画面
以下是经过「台湾事实查核中心」的回覆：
1.「魔术箱」影片：
事实查核中心有说明，影片提及的纸箱「夹层」是用以稳固纸箱的底板，至于底板为何没有平放且造成选票在底板下，是因为1月13日投票前，选务人员展示空票匦、封上封条，有民众质疑底部封条贴不够牢，工作人员翻转纸箱，民众上前按压箱底确认，原平放的底板恐因此而打斜，但先把票全部倒出会造成开票流程瑕疵的疑虑。
2.限动分享冬山乡340投开票所中「先整票再开票」的内容：
此举的确是不符合开票流程，也经事实查核中心所证明
3.限动分享南投67投开票所「只画单一候选人正字号」内容：
根据中选会公布的113年投开票所工作人员手册规定，开票应「逐张唱名开票，并依检票、唱票、 记票及整票作业程序进行，不得先整票后再行唱票记票。每一投票匦开票完毕，向参观席参观民众展示空票匦。 」
南投选委会指出，该投开票时确实不符合选务流程规定。
4.限动分享高雄市左营区的742投开票所「民众党206票被计成6票」
经事实查核中心说明，记票员先写尾数6，要再补上「20」前，民众先拍照。 （但是6是写在方格正中间，大小也和其他写个位数的一样，此说法有点问题，仍有造成开票瑕疵疑虑 ）
5.限动分享高雄市三民区的1048投开票所「民众党209票被计成9票]
事实查核中心说明确实是误写；经核对后，记票员误写为9，核对时发现，更正为209。
6.限动分享新竹市北区第256投开票所「蓝绿两党多加100票」：
经事实查核中心有证实此事，经现场监票民众提醒更新失误。
7.限动分享云林县台西乡的的第51号投开票所「先把票全部倒出来开票且经监票人员提醒仍不愿改善」一样也被证实是不符合开票程序
再来，想针对第一时间未经查证即使用「做票」这个严重的字词跟大家道歉
身为公众人物，当发现开票程序有任何瑕疵及疑虑
应该要使用「开票流程违规」、「不符合开票流程」⋯等更为适合的说法
这部分是我的疏忽，当晚也已于限动更正用词并为「做票」一词道歉
在这边再次跟大家说声抱歉🙏
也期望经过此事 
我和大家都能够了解开票流程及规矩的重要性",,,,,,,,,,,,,
263,黃偉晉,台湾,男,台灣,文字,1/27/2024,1/28/2024,性騷擾，現場對韓國女團開黃腔,,,,艺人,IG,"收到了很多讯息和留言

谢谢大家的提醒和指点

对于今天舞台上发生的事

有些心里话想说

事情的经过是这样的

节目的桥段要让团员们一个一个享用美食

然后允真用竹签插起了一颗地瓜球要吃

于是我就本能性的想做点反应

让这个吃东西的过程不是安静的

然后说出了一句让大家误会的话

我心里想表达的是

「可以跟自己喜欢的偶像分享同一包美食是很开心的事」

我绝对没有任何别的意思

我愿意跟听到那句话不舒服的观众说声对不起

我应该多注意词句之间的细节与使用

这是我不足的地方

非常抱歉

真的很认真地准备了红白的主持

绝对没有一丝想要造成任何人的不舒服

希望大家可以相信我

绝对绝对没有那个意思

也谢谢大家的批评与指教

今后我一定会更加注意用词

再次表达最诚挚的歉意",,,,,,,,,,,,,
264,賀瓏,台湾,,台灣,視頻、私下道歉,1/24/2024,1/28/2024,歧視身障者,,陳俊翰、社會,台灣,網紅,,"听说有人要我们停止录影三个月的一事负责 大家有看到吗 哼 那今天刚好也是最后一集录影了。我们换个严肃的心态来讲一下 我们这次发生这么大的风波好了 我还是需要 从我的角度来聊一下我的想法 为什么现在才讲 因为现在舆论散布在各个平台
而且在这几天 有些平台变得很奇怪 我的Facebook短时间内 涌入大量外国帐号 按爱心 但萨泰尔并没有请公关公司 操作网路贴文
所以最后我选择 在这个最多人会看到的地方讲 也就是一夜秀的台上来讲 首先 一夜秀的访谈写手 会事先提供问题
而回答都是来宾自己提供的 我们不会限制来宾一定要按照访纲走 所以演唱的那几句话和动作 并不是段子 跟喜剧是无关的 同时
来宾言论 也不代表一夜秀 以及所有工作人员的立场 就如同那支访谈影片 一开始有上的那个大字一样 其次
一夜秀是可以包容各种立场来宾的平台 我们是一档Late Night Show 各个党派不同国家的人 我们都有邀请 只要愿意诚恳坐下来理性对谈
都有机会能来 我们愿意给以不同立场的人在这个舞台上 有表达自己关键的空间 我们对自己的期许是 不会因为对方立场不同 就拒绝沟通
影片上线之后 很多人指出王菊是在模仿陈律师 王菊的说法和做法是有问题的 模仿身障人士绝对不恰当 模仿身障人士绝对不恰当 而另外
陈俊汉律师也并不是强迫上台作秀 陈俊汉律师也并不是强迫上台作秀 他是上台在认真发表政见的 他希望推动台湾身障者的权益 是值得被大家尊敬的人物 所以
我们也在周三就联系上陈俊汉律师了 我们也在周三就联系上陈俊汉律师了 并向他道歉 也感谢他愿意既往不咎 而且也愿意在未来与我们多加交流 最后
作为这档节目的导演 我觉得我有责任 我们团队不应该在后制影片的时候 我们团队不应该在后制影片的时候 只有在前面加上来宾言论不代表本台的立场
我应该要反覆来回研究来宾的言论 我应该要反覆来回研究来宾的言论 肢体动作是否恰当 这是夜夜秀的书师 我们虚心检讨


不过

这次的风波也让我们关注到陈俊汉律师 陈俊汉是一个人权律师 陈俊汉是一个人权律师 会计师 身心障碍权益者 他一出生就罹患了肌肉萎缩症SMA
极限 刻苦念书 台大毕业后 又取得哈佛大学硕士 密西根大学博士学位 也取得台湾律师考试的榜首 陈律师放弃美国可以健保给付的药物回到台湾
致力于改善台湾身障者的权益 身障权益 在台湾是长期被社会忽视的议题 这次事件 在社会上引发很多关于 陈律师的背景及理念的讨论
除了了解陈律师的背景之外 我们更应该了解他的理念 所以也想透过这个机会 邀请大家共同关注身障者的权益议题 台湾保障身心障碍的制度一直缺乏重视
现在身障者就业求学都还有很大的困难 无障碍设施建设不足 健保对于罕病用药的制度不完善 都会让身障者在台湾的生活有很多困难
根据国际公约 身心障碍者权利公约CRPD规定 政府应该建立一个 对身心障碍者的权利公约 对身障者友善无障碍的环境 目的是让身障者可以享有 跟直立人一样的公民权利
不会因为环境的关系 让身障者在生活上有阻碍 身障者在社会上应该可以自立自主的生活 这件事在台湾并没有妥善落实 所以未来我们会访问各方专家
再做一级A来深入研究 这个需要更多人关注的议题 总而言之 虽然大选已经结束了 但是不分区地位名单 是有地补的机制
我们可以期待未来陈俊汉律师 藉由民进党内的安排 能够以地补方式进到立法院 为身障者争取更多权益 如果没有这个机会 那我们还有另一个方式
就是四年后的2028年 大家把票投给对身障者权益付出 最努力的民进党 增加民进党的不分区地位席次 把陈俊汉律师送进立法院
2028年的时候 夜夜秀到时候 也会尽全力 辅选民进党 是的 虽然今天是本季最后一集录影 但黑龙夜夜秀
绝对不会一季就结束

绝对不会被有心人士击倒

我们绝对不会 被他人动用媒体出征 就黯然把节目收掉 各位观众 四年后 我依然会站在这个舞台上 用娱乐来关心社会 用喜剧来讽刺时事
夜夜秀会继续下去 萨泰尔不会妥协 休息一下 马上回来",,,,,,,,,,,,,
265,Peeta葛格,台湾,男,台灣,文字,3/15/2024,3/16/2024,持有大麻,,社會,台灣,網紅,IG,"大家好这里是Peeta葛格，关于昨天大麻相关新闻，占据了许多新闻版面及社会资源，让大家费心了。在这边先跟各位关心这件事情的朋友，以及支持我的观众粉丝说一声抱歉。虽然有很多想跟大家说的话，但由于配合检警的侦查不公开，需要等待司法调查结果。
",,,,,,,,,,,,,
266,晚安小雞,台湾,男,台灣,文字,2/12/2024,3/29/2024,闖柬埔寨詐騙園區涉散布谣言入狱,,,,網紅,脸书,"我们想对于近期发生的一切，向所有关心我们的人深深道歉。我知道这次事件给大家带来了许多不安和疑惑，也给社会造成了不良影响，对此们我深感抱歉。
过去的一段时间对于我们来说，是极为艰难和痛苦的。看到小鸡因为错误的选择而遭受如此多的指责和批评，我心里无比痛苦。但是，我们都明白，错误已经发生，最重要的是要从中学习并努力去改正。
明天晚上八点，我们将透过直播，更详细地向大家说明整个事件的经过、以弥补的方式。我们希望通过这次直播，能够向大家展示我们的诚意和决心。
我们深知，单凭一次直播和一封道歉信，无法立即重建失去的信任。但我们愿意用时间和行动来证明我们的改变。我们诚挚希望能获得大家的理解和原谅。
最后，我想对所有因为这次事件而感到失望和担忧的人表示最深的歉意。谢谢大家与各位哥姐一直以来的支持和关心。",,,,,,,,,,,,,
267,黃子佼,台湾,男,台灣,文字,4/3/2024,4/4/2024,持有未成年色情（已關帳號）,,,,艺人,脸书,"大家好。平安。
事发多时，昨日，检方已对外界发布结案报告，公告我所面对的处罚，我也在上个月侦查庭上虚心认错与反省，并向检察官承诺，永不再犯！
该有的自省、检讨、自责，数个月以来，至今一直没有停歇，也对周遭关切的人保证，我不会再犯。
过去不可逆，未来不可知，但我知道，错了就是错。而不重蹈覆辙，要为明天塑一个新的我、好的我，为家人站起来照护彼此，是我的责任与方向。
重新做人，请相信我的决心。
叨扰各位媒体及网友，本人深感歉意。如果愿意，将来请用力监督，给我向前更新的机会。",,,,,,,,,,,,,
268,孟耿如,台湾,女,台灣,文字,4/3/2024,4/5/2024,替先生道歉（已刪文）,,,,艺人,IG 脸书,"思考了很久，我应该要说些什么，却不知道到底能怎么说才能表达完全，真的很难面面俱到，字字都可能伤害到更多人，但我尽可能的斟酌所有的用字，转达我知道的、我看到的。

未成年的性议题事件，做错了该罚，该承担，该面对，这点完全无庸置疑。判决的结果完全尊重司法给的惩处。

很多事情我是同时间跟大家一起得知很多细节，相关的审判和声明是交由律师事务所去做回覆🙏

非常抱歉起初黄先生未了解贩售者影片的取得来源，而忽略了网站背后细思极恐的犯罪问题，无论如何，影片下载及购买的行为，促使了非法网站的猖獗及造成更多女性的伤害；
这部分真的错了！真的错了！真的错了！
该受的惩处必须面对、承担；黄子佼是我的先生，但触法也无法宽待。

这段时间都是我一直陪伴在他身边，他所受到惩处，每日的忏悔、愧对和抱歉我都看在眼里。

我期许我自己能有更多的力量，来为社会再多做一些什么，这是我知道我们可以共同努力的，我们会投入公益帮助社会上更多人。

谢谢相信黄子佼真的悔过的人。
也再次跟受到影响的人道歉，对不起。

身为他的妻子和小孩的妈妈，这段婚姻是我的选择，也是我要负起的责任，我会承担自己所有的选择，尽全力陪伴和付出。

非常对不起造成大家的困扰。",,,,,,,,,,,,,
269,lo.fi.house,台灣,團體,YT,影片,4/29/2024,5/11/2020,抄襲畫作,,原作者、社會,美國,youtuber,YT、IG、FB,"第一个要向大家道歉的地方是：我们在未取得授权的情况下，复制了其他创作者的创作。
每个创作对创作者都是非常重要的，我们 Lo-Fi House 长期以创作者自称，却没有尊重其他创作者的创作，擅自在多支影片上直接仿作他人的画作。

甚至，还以此盈利。
这种不尊重不诚实的态度，不仅轻忽了法律，同时也伤害了大众以及我们的消费者，是我们犯下的重大错误，为此向所有原创作者郑重地道歉。

第二个要向大家道歉的地方是：我们隐瞒了使用他人创作的事实。在我们发布的影片中，多次仿作了他人的画作，并且在观众留言提到画作时，强化了「这幅画是由我们创作出来」的假象。这点真的非常抱歉，对不起，让信任我们的观众失望了。

第三个要郑重道歉的是：在第一次回应时，用了不负责任、投机取巧的文字试图再次误导大家，淡化事情的严重性，试图撇清责任。现在的我们，深刻地了解到这件事情是非常严重、不可挽回的错误。而我们也会肩负起后续相关的责任，绝不会有所逃避。

以下为团队正在执行的行动：
1. 目前涉及侵权的10支影片已全数下架。
2. 将寄信向所有的画作原创作者致歉，并尽力取得后续授权。
3. 持续确认未被提及的影片，清点任何可能侵权的画作内容，并进行处理。
4. 侵权画作影片与相关专案所取得的盈利款项，会与原创作者讨论运用，并且承担应负的所有责任
5. 针对过去的消费者，我们也会明确说明我们的错误，与客人讨论后续的补偿措施，进行退费或补上全新的画作。

同时，我们也正在清点过去任何的专案与影片，查看是否涉及到侵权。但由于影片数量较多，可能多少会有疏漏。如果大家有发现哪些遗漏掉的，希望大家能联系我们，协助我们端正错误，我们一定会尽快做出行动。

Lo-Fi House 身为设计团队以及自媒体频道，在这次事件上做了最坏的示范。除了应当遵守智慧财产权之规范外，更应该带头维护尊重著作权，但我们却犯下最基本的侵权错误。伤害了所有认真创作的创作者们，也辜负了所有支持、鼓励 Lo-Fi House 的人的期待。

最后，再次向所有人致上最深的歉意，真的很谢谢大家的关注，让我们有进步的空间。未来团队将会深刻汲取这次的教训，确保相关事件之后不再发生。",,,,,,,,,,,,,
270,王樂妍,台灣,女,台灣,文字,2009年,10/9/2021,抄襲歌詞,,原作者藍又時、社會,台灣,歌手,FB、IG,"在这里我愿为当年做错的
不良示范引起的风波
对社会大众致歉
我会勇敢承担并虚心接受
这个过错造成的所有责难
以成熟的态度虚心面对
这个原谅真的得来不易
再次为当年的过错说声对不起
更谢谢妳那温柔的微笑
以及温暖的拥抱
谢谢妳",,,,,,,,,,,,,
271,統神,台灣,男,台灣,文字,4/10/2024,4/11/2024,替黃子佼辯護「我也想X未成年啊」,,社會,台灣,遊戲實況主,臉書,"今天与苗博雅议员讨论完之后 学到了很多
苗议员的讲法确实是我第一次听到的 因为我当初看到很多案子法官都是和解赔钱 
结果今天苗议员说有很多案子因为与性相关所以不会刊登 也是有和解判刑的
这边我有学习到
那另一个学到的就是原来黄子交的私藏4tb影片 法定刑期只有1年以下 所以最后缓起诉
那我当初以为只是普通的偷拍片或流出片 因为我本人是完全不看偷拍片流出片 
结果今天半夜基隆东跟我说 创意厨房是可以点菜的 指定年龄 做什么样的受害影片都可以 那真的就很过分 非常严重 我是真的要为我的无知道歉
因为我是真的不知道原来是这种网站  
那最后也要谢谢很多朋友给的指教
我今天以前是真的不知道是这种网站 那我今天知道了 我愿意诚恳的道歉 以后也会多看 多听 确认事实的情况才发表评论",,,,,,,,,,,,,
,六六,新加坡华侨,女,中国大陆,文字,7/22/2021,8/1/2021,挺吴亦凡的不当言论,,,,作家,微博,"刚才看到朋友圈纷纷转发吴亦凡被刑拘的消息，太震惊了！

我要端正我的三观，我过去认为长得好看的男明星，未婚，好色，是道德问题。 2016年揭露吴亦凡的姑娘，在她和吴亦凡之间应该是理解有误，女方认为俩人在谈恋爱，男方认为俩人是一夜情。今天看到平安北京的披露，虽然信息有限，但只有两种可能：一是他强奸未成年少女；二是他使用了非法手段，诸如灌酒下药等。警方能够公开通报刑拘，一定是有确凿的证据。

2016年我曾经微博调侃过吴亦凡事件，当时未意识到问题严重性，完全以吃瓜群众心态发表言论。这次吴亦凡又被都美竹揭露，很多网友在我微博微信里愤怒骂我，向我要个说法，我一直未予回复，说实话，我当时看到第一次警方披露的时候，难以置信，感觉编剧都编不出这样离奇的故事，我没有发表过任何针对都美竹和吴亦凡的公开评论或回复。因为从内心里，我很鄙视吴亦凡，过去五年，没有吸取任何教训，毫不收敛，到今天这样，是他咎由自取，但我没有勇气为当年的吃瓜而道歉。



今晚，我认真反思自己，这件事给我最大的警示是，育儿育德，男生不修德，迟早吞恶果。儿子曾经问过我，说2016年你为何那样评论吴亦凡的事，这样多伤害女孩，你自己也是女孩呀？

我当时没有正面回应他，因为我没有想好怎么跟他解释吃瓜群众的恶俗心理，以及偷窥他人隐私的狎昵心态，还看热闹不嫌事大，不恰当地在公共媒介擅发不正三观。

今晚，我思索再三，决定认真跟大众、跟儿子道个歉：我是公众人物，要修德修口，多读书多学习，也给儿子一个警示：凡走过必有痕迹，不可游戏人间玩弄情感。为此自罚封闭微博半年。

感谢网友不断督促我鞭策我，让我有足够的时间去反思自己的语言和行为。",,,,,,,,,,,,,
301,陈冠希,香港,,香港,视频,1/27/2008,2/21/2008,外流性录影,,,,艺人,新闻媒体,"Today I have come back to Hong Kong to stand before you and account for myself. I have never escaped from my responsibility. During the past few weeks, I have been with my mother and my family and my loved ones to show support and care and at the same time to have them support and care for me.
I admit that most of the photos being circulated on the Internet were taken by me. But these photos are very private and have not been shown to people and are never intended to be shown to anyone. These photos were stolen from me illegally and distributed without my consent.
There is no doubt whoever obtained these photos have them uploaded on the Internet with malicious and deliberate intent. This matter has deteriorated to theextent that society as a whole has been affected by this. In this regard, I am deeply saddened. I would like now to apologize to all the people for all the suffering that has been caused and the problems that have arisen from this. I would like to apologize to all the ladies and to all their families for any harm or hurt that they have been feeling. I am sorry. I would like to also apologize to my mother and my father for the pain and suffering I have caused them
　　during the past few weeks. Most importantly, I would like to say sorry to all the people of Hong Kong . I give my apology sincerely to you all, unreservedly and with my heart.
I know young people in Hong Kong look up to many figures in our society. And in this regard, I have failed. I failed as a role model. However, I wish this matter will teach everyone a lesson. To all the young people in our community, let this be a lesson for you all. This is not an example to be set for you.
During my time away, I have made an important decision. I will whole-heartedly fulfill all commitments that I have to date. But after that, I decided to step away from the Hong Kong entertainment industry. I have decided to do this to give myself an opportunity to heal myself and to search my soul. I will dedicate my time to charity and community work within the next few months. I will be away from Hong Kong entertainment industry indefinitely. There is no time frame.
I have been assisting the police since the first day the photos were published and I will continue to assist them. After this press con., I have obligation to help them with their investigation and hope that this case can end soon as everyone I think has the same wish.
I would like to use this opportunity to thank the police for their hard work on this case. Thank you. I believe everyone's priority now (and) my priority now is to stop the suffering and pain, for not letting this…we do not want to let this situation become more out of control. We need to protect all the inno cents and all the young from matters like this. In this regard, I have instructed my lawyers to do everything possible within the law to protect all the innocents, victims of this case. I believe that a press statement is being issued as we speak on what my lawyers have advised me to do.
Lastly, I would like to thank everyone for coming here today and listening to what I have to say. I would like to also apologize once again to all the ladies and their families, my family and to everyone in Hong Kong and everyone in our society . I am deeply saddened by this. And I apologize to everyone (who) has to go through this. I would like to also thank you for giving me this opportunity to say what I have wanted to say all along in my heart.
I hope, after today, I can have your forgiveness. With regard to this case, with everything, everything that has happened, I am deeply sorry. I hope you all accept my apology and give me a chance. Thank you. 我回到香港，一个人面对这一切，我从来没有想过逃避，这几周我一直和我的妈妈，我的家人在一起，他们一直支持和帮助我。

我承认这次事件中的大多数照片都是我拍的，但是它们都是在很隐私的情况下拍摄的，而且我从来没有想过向别人展示，毫无疑问，是有人非法从我这里窃取了这些照片，没有经过我的同意，并在互联网上恶意传播，给这个社会造成了恶劣的影响，我非常遗憾。

我要向所有为此次事件受到伤害的人表达歉意，向相关的女士和她们的家人受到的伤害道歉，向我的家人道歉，我的父母道歉，最重要的是，我要向全香港的人民道歉，我衷心地毫无保留地表达我的歉意。

　　我知道这个时代的年轻人崇拜这个社会的偶像，但我不是榜样，我希望这次的事件可以教育年轻人，我做出的事情并不是榜样应该做的事情。

　　我决定，我将在全心全意履行完已经承诺的工作之后，退出香港娱乐圈，医治自己的伤口和灵魂，我还会贡献时间做慈善，然后我将永远的离开娱乐圈。

　　我希望这件事能尽快结束，从照片流出的第一天开始，我就一直在配合警方，我感谢警方做出的辛勤工作。现在的当务之急是停止伤害，不要让这件事陷入进一步失控的境地，以保护无辜的人和年轻人。我要求我的律师在法律允许的范围内帮助那些受害者。

最后，我要谢谢你们可以到这里听我的解释，谢谢你们给我机会听我的解释，我希望你们可以原谅我，以及这件事带来的伤害，我要再次向被牵扯到这次事件中的女士道歉，向她们的亲属道歉，向我的家人道歉，向全香港的人民道歉，希望将来你们可以再给我一次机会。

　　我真的感到抱歉。",,,,,,,,,,,,,
302,成龍,香港,男,香港,文字,8/25/2010,8/27/2010,菲律宾人质事件不当言论,,,,艺人,新闻媒体,"首先，我要向在菲律宾受难者的香港家属们致上我最深的哀伤。可能我说得不清楚，我的美国助手替我在Twitter上面写的内容经过翻译之后是不完整的原意，我觉得香港人在菲律宾旅行时遭到挟持杀害，是一桩令人伤心的悲剧。我是中国人，百分百是香港人，我对那些在这次不幸的事件中丧生的香港人感到悲痛，对那些失去亲人的家庭深表同情。希望那些伤者早日康复。

我只说过，我不会因为这桩悲剧恨菲律宾人，有十几万的菲律宾人在香港工作，也有不少香港人在菲律宾工作，如果彼此憎恨，会对香港与菲律宾都将造成很大的伤害。至于是不是菲律宾警方的指挥不当造成这次悲剧，当然必须追究，就留待这方面的专家去做吧。

　　如果因为我之前在网站上表达的感想不完整，因此造成大家的误解和不满，我在此向大家表示我最诚挚的歉意。",,,,,,,,,,,,,
