"","Id_name","name","text","line_id"
"64",106,"陈赫","我们已经鼓了很大的勇气把我们的人生继续走下去",30
"65",106,"陈赫","真的已经筋疲力尽，真的真的就想像一个普通人一样去活着",31
"66",106,"陈赫","我真的好奢望",32
"67",106,"陈赫","",33
"68",106,"陈赫","",34
"69",106,"陈赫","求大家不要再说了",35
"70",106,"陈赫","求大家不要去打扰她，给她一个私人空间，她不是这个圈子的人",36
"71",106,"陈赫","",37
"72",106,"陈赫","我们分手不是因为别的任何原因，都是我没有维护好这个家",38
"73",106,"陈赫","是我的错",39
"74",106,"陈赫","",40
"75",106,"陈赫","求你们",41
"76",106,"陈赫","我没有任何的野心",42
"77",106,"陈赫","我也不想威胁到任何人，一档节目一部电影把我推到这个地步，也是我万万没有想到的",43
"78",106,"陈赫","我从一开始演戏就想好好地演喜剧，带给所有人快乐，让所有人开心快乐",44
"79",106,"陈赫","我真的就是个普通人",45
"80",106,"陈赫","",46
"81",106,"陈赫","",47
"82",106,"陈赫","",48
"83",106,"陈赫","我只是离了婚，没有做伤天害理的事情，这么多的假消息铺天盖地，像一张网像一座山压着我",49
"84",106,"陈赫","这三天，我承认是我人生最黑暗的，最恐怖的三天",50
"85",106,"陈赫","我真的扛不住了",51
"86",106,"陈赫","",52
"87",106,"陈赫","",53
"88",106,"陈赫","对不起",54
"89",106,"陈赫","求你们给我一点点的空间",55
"90",106,"陈赫","一点点的隐私",56
"91",106,"陈赫","",57
"92",106,"陈赫","我尊重所有人，也求你们给我最后一点点的尊重",58
"93",106,"陈赫","我父母也快崩溃了，因为这几天的压力身体严重衰弱，我真的快要崩溃了",59
"94",106,"陈赫","如果大家不能接受，我可以做完我现在接的工作之后，不再演戏",60
"95",106,"陈赫","我真的就是个普通人，只想简单的生活",61
"96",106,"陈赫","求你们了",62
"97",106,"陈赫","",63
"98",106,"陈赫","给我一点隐私和空间吧",64
"99",106,"陈赫","我的婚姻已经没有了，不要再毁掉我的父母……求你们不要再议论了",65
"100",106,"陈赫","求你们",66
"101",106,"陈赫","",67
"102",107,"邱启明","受伤司机，我的三位好兄弟：3.9日凌晨发生在上海新锦江大酒店的事情过去两天了，我寝食难安",1
"103",107,"邱启明","通过两天的闭门思过，认识到，该事件的是非曲直对我本人来说已经不重要了，错了，就要有代价",2
"104",107,"邱启明","我牵挂的是你们",3
"105",107,"邱启明","我深深地感到痛心的是，无冤无仇，从未某过面的司机师傅，因与我的争执而受轻伤躺在医院",4
"106",107,"邱启明","我深深地感到追悔莫及的是，重情重义的三位好兄弟，因此而遭受牵连，失去自由",5
"107",107,"邱启明","在此，我郑重的对受伤司机师傅以及另外两位司机师傅道歉，请原谅因我而起的非我主观意愿的这个结果",6
"108",107,"邱启明","我郑重的对受到牵连，失去自由的三位好兄弟表达我深深地歉意，难以言表",7
"109",107,"邱启明","该我承担的，我必须承担",8
"110",107,"邱启明","期待并祝福司机师傅早日康复，我愿意承担所有的医疗费用和赔偿，并将在您痊愈后登门道歉",9
"111",107,"邱启明","期待并祝福我的三位好兄弟，早日平安归来，亲人们无比思念",10
"112",107,"邱启明","",11
"113",108,"孙楠","感谢@芒果洪涛",1
"114",108,"孙楠","给了我这次参加#我是歌手#的机会，请原谅我的鲁莽",2
"115",108,"孙楠","感谢@汪涵",3
"116",108,"孙楠","我的睿智老友，这一次给你添了大麻烦，请原谅我的任性",4
"117",108,"孙楠","感谢#我是歌手#的观众对我的关心，请原谅我的老不更事",5
"118",108,"孙楠","感谢所有歌手伙伴的理解和尊重，请原谅我的简单直白，我是真的爱你们",6
"119",108,"孙楠","",7
"120",109,"王宝强","2015年12月1日18:20左右，我的弟妹霍志平从南和县城路途南白线骑着电动车沿路边回家，在兰营路口被后方汽车撞飞，汽车撞飞后迅速逃离现场，弟妹经抢救无效永远地离开了我们",1
"121",109,"王宝强","肇事者共三人，目前，其中一人已经投案，另外两人举家逃逸，不知所踪",2
"122",109,"王宝强","",3
"123",109,"王宝强","\",4
"124",109,"王宝强","我得知消息时非常震惊，难以想象亲人就这样突然离开我们",5
"125",109,"王宝强","同时也对肇事者至今仍在逃逸感到愤怒，希望能早日绳之于法",6
"126",109,"王宝强","",7
"127",109,"王宝强","\",8
"128",109,"王宝强","昨天（12月13日）我发了一条微博，情绪非常失控，作为一个公众人物不该如此，我在这跟大家道歉",9
"129",109,"王宝强","希望大家也能理解我的悲伤和无助",10
"130",109,"王宝强","",11
"131",109,"王宝强","\",12
"132",109,"王宝强","还需要对我的观众、院线同仁和我的兄弟陈思诚说一声对不起",13
"133",109,"王宝强","此时此刻，我本应该出现在电影《唐人街探案》的全国路演中",14
"134",109,"王宝强","对购买了路演城市电影票的观众们说一声对不起，无法如约与你们相见，我也很难过",15
"135",109,"王宝强","处理完家事，我会尽快回到工作中，感谢大家的体谅与支持",16
"136",109,"王宝强","",17
"137",109,"王宝强","\",18
"138",109,"王宝强","命运无常，此时此刻的我只想陪伴家人",19
"139",109,"王宝强","这起意外也提醒我要好好珍惜当下，与大家共勉",20
"140",109,"王宝强","",21
"141",109,"王宝强","\",22
"142",109,"王宝强","同时也呼吁所有司机朋友，能有起码的社会责任感，你可以逃，但永远逃不过你的良心",23
"143",109,"王宝强","",24
"144",110,"赵薇","一直以最大的善意来对待一切，无论人还是事",1
"145",110,"赵薇","但在最重要的大是大非面前，态度是无法模糊的",2
"146",110,"赵薇","我要向所有被电影《没有别的爱》选角影响到的人致歉，也感谢所有怀抱善意提醒及督促我们的网友及媒体，无论何时，我都不会忘记自己中国人的身份，也会坚持国家和民族利益高于一切",3
"147",110,"赵薇","",4
"148",111,"宋冬野","1.我对不起父母，对不起妻子，对不起亲朋好友，对不起经纪公司，对不起曾相信我支持我的人们",1
"149",111,"宋冬野","",2
"150",111,"宋冬野","2.我犯法犯错，会深刻反省，不再浮躁，接受一切惩罚指责调侃和批评",3
"151",111,"宋冬野","",4
"152",111,"宋冬野","3.毒品并不能带来创作灵感，只能滋生更多的托辞和借口",5
"153",111,"宋冬野","",6
"154",111,"宋冬野","4.我依然热爱音乐，将单纯为了自己而继续认真创作，并且暂自动淡出，去游历积攒，补回荒废的时间，寻找最初的那种触动，安静思考成长和人生的意义",7
"155",111,"宋冬野","",8
"156",111,"宋冬野","5.我乐队的兄弟不得不暂时另谋生路，在此奢求昔日同行们多多帮助",9
"157",111,"宋冬野","",10
"158",111,"宋冬野","6.希望演艺人士以我为戒，即刻远离毒品，别再用那些借口骗自己，干干净净出作品",11
"159",111,"宋冬野","",12
"160",111,"宋冬野","7.我将不再抽大麻，不碰触其他任何毒品",13
"161",111,"宋冬野","",14
"162",111,"宋冬野","8.给大家添堵了，祝一切都好",15
"163",111,"宋冬野","",16
"164",112,"赵雅琪","各位观众朋友，大家好",1
"165",112,"赵雅琪","对于上周的事件，我正式的向大家道歉，并诚信的接受大家的批评",2
"166",112,"赵雅琪","也对由于这件事影响到的人和伤害到的人表示深深的歉意，对不起，同时我也向公众道歉，因为我个人的行为给社会造成了负面的影响和错误的示范",3
"167",112,"赵雅琪","真的很对不起",4
"168",112,"赵雅琪","对于我的家人，为他们带来了巨大的压力、痛苦和伤害，是我最不能原谅自己的",5
"169",112,"赵雅琪","以前，我从来没有想过，自己的草率行为会影响和伤害到其他的人",6
"170",112,"赵雅琪","过去的一周是我从小到大最煎熬的几天，面对巨大的压力，我几近崩溃",7
"171",112,"赵雅琪","发生的这一切让我措手不及",8
"172",112,"赵雅琪","内心的恐惧和内疚使作为一个女性，我第一时间选择了逃避",9
"173",112,"赵雅琪","直到看到网上，不实的信息和谣言越来越多，我才知道沉默带来了的是更大的伤害",10
"174",112,"赵雅琪","我可以承担因为此事带来的惩罚，但是实在不想再让更多的无辜的人收到伤害，所以我选择面对一切",11
"175",112,"赵雅琪","首先，我要澄清的是，“赵雅淇工作室”是一个跟我毫无关系的账号",12
"176",112,"赵雅琪","很多不实的报道源于这个账号的发生，对于无辜受到影响的一些朋友，我表示深深的歉意",13
"177",112,"赵雅琪","这一次的错，是难以弥补的",14
"178",112,"赵雅琪","我不想祈求大家的原谅，只希望能给我一次机会，希望我的家人可以恢复平静的生活",15
"179",112,"赵雅琪","最后再一次对我伤害的人，我要向你们表示深深的歉意",16
"180",112,"赵雅琪","也感谢宽容我，给我鼓励的朋友，让我鼓起勇气来，来面对，来表达我的歉意及说出我的心里话",17
"181",112,"赵雅琪","",18
"182",113,"刘国梁","一、我们坚决拥护习主席的各项深化改革方针，相信国家在习大大的带领下一定会越来越强大",1
"183",113,"刘国梁","",2
"184",113,"刘国梁","二、我认为中国体育改革势在必行",3
"185",113,"刘国梁","目前管理中心体制确实存在很多弊端，应给协会更多职能符合体育改革潮流，有利于乒乓球项目长远发展，在改革的道路中，我绝不会为了自己的总教练职务而影响改革的发展，一切都将以大局出发，尽自己的微薄之力去积极推进乒乓球项目改革",4
"186",113,"刘国梁","习大大说过，道路对了、不怕遥远…我感觉中国体育改革的春天到来了",5
"187",113,"刘国梁","",6
"188",113,"刘国梁","三、中国乒乓球队是代表国家参加国际比赛，为国争光和国家形象是任何事情和感情都不容触碰的…出现弃赛虽然事先我毫不知情，但是这几个运动员教练员都是我带过的队员，说明我在思想教育和管理上还是有不可推卸的责任",7
"189",113,"刘国梁","在此我代表他们向广大球迷鞠躬致歉……",8
"190",113,"刘国梁","",9
"191",113,"刘国梁","我们永远都是爱国，有血有肉、有情有义的中国“好儿子”",10
"192",113,"刘国梁","祖国利益高于一切，永远都会是中国乒乓球队的价值观和信仰，这一刻我的内心是既感动又心痛，感动在这样一个特殊时期，有那么多个与我并肩战斗十几年，积累了那么多年的战斗友谊和师徒情深“肝胆相照”的……这件事情也引发了舆论炒作，我感觉到很不安，不能对这件事情做没有根据的猜测和联想，更没有理由进行个人攻击，甚至反对体育改革和影响2020东京奥运备战的大环境",11
"193",113,"刘国梁","让我们所有的人紧紧团结在党中央习主席的身边……遇到了困难，不要埋怨自己，不要指责他人，不要放弃信心，不要逃避责任，而是要一起来战胜困难",12
"194",113,"刘国梁","历史是勇敢者创造的",13
"195",113,"刘国梁","让我们拿出信心、采取行动，携手向着未来前进",14
"196",113,"刘国梁","",15
"197",114,"雷闯","致被雷闯侵犯伤害的女生和关注雷闯的伙伴们，今天早上，有关于我涉嫌性侵害女生的朋友圈文章",1
"198",114,"雷闯","",2
"199",114,"雷闯","1、我承认文章中的事实，虽然有一些前因后果，但是任何因素都不是我可以推脱责任的理由",3
"200",114,"雷闯","我要对那位女生说“对不起”，太多太深的伤害,我知道这句‘对不起’太迟、太不足够",4
"201",114,"雷闯","我尤其追悔，在那件事情发生之后的整整三年里,我都没有真正反思和忏悔自己的行为，并且使得你心理的伤害一直延续至今",5
"202",114,"雷闯","",6
"203",114,"雷闯","2、我必须受到惩罚，道德的、精神的、物质的、法律的，我想我已经触犯了《刑法》，我愿意承担相关的刑事责任，我在考虑向警方自首",7
"204",114,"雷闯","我尤其追悔，在伟大的me",8
"205",114,"雷闯","too",9
"206",114,"雷闯","运动席卷全球的时候，我仍然没有真正反思和忏悔自己的行为、没有采取悔罪行动",10
"207",114,"雷闯","如果有女权方面的机构或研究者愿意以我为反面典型做研究，我愿意配合",11
"208",114,"雷闯","并请女权伙伴们告知我应该如何进一步悔罪、弥补伤害、惩罚",12
"209",114,"雷闯","",13
"210",114,"雷闯","3、不再担任现机构（亿友公益）负责人",14
"211",114,"雷闯","接下来，还将提请理事会，变更亿友公益的法人（目前法人为雷闯）4、我也第一时间，讲此事告知了我的妻子，希望我们的孩子生活在无性侵害的社会中",15
"212",114,"雷闯","对于我的其他类似行为，我同样沉痛和后悔莫及，并愿意承担一切责任",16
"213",114,"雷闯","因为时间关系，先做简单回应，接下来还会做更详细的回应",17
"214",114,"雷闯","",18
"215",115,"吴谨言","我和团队向中国电影报道节目组诚恳致歉，对不起",1
"216",115,"吴谨言","希望自己成长中的每一步都有媒体和大众的监督",2
"217",115,"吴谨言","",3
"218",116,"范冰冰","最近一段时间，我经历了从未有过的痛苦、煎熬，进行了深刻的反思、反省，我对自己的所作所为深感羞愧、内疚，在这里我向大家诚恳道歉",1
"219",116,"范冰冰","",2
"220",116,"范冰冰","长期以来，由于自己没有摆正国家利益、社会利益和个人利益的关系，在影片《大轰炸》和其他一些合同中出现利用“拆分合同”等逃税问题，我深感羞愧",3
"221",116,"范冰冰","这些天在配合税务机关对我及我公司的税务检查中，我一直深刻反省：作为一个公众人物，应该遵纪守法，起到社会和行业的模范带头作用，不应在经济利益面前，丧失自我约束，放松管理，以致违法失守",4
"222",116,"范冰冰","在此，我诚恳地向社会、向爱护关心我的朋友，以及大众，向国家税务机关道歉",5
"223",116,"范冰冰","",6
"224",116,"范冰冰","对税务机关调查后，依法作出的一系列处罚决定，我们全接受",7
"225",116,"范冰冰","我将按照税务部门的最终处罚决定，尽全力克服一切困难，筹措资金、补缴税款、缴纳罚款",8
"226",116,"范冰冰","",9
"227",116,"范冰冰","我从小喜欢艺术，又赶上了影视业蓬勃发展的好时机",10
"228",116,"范冰冰","在诸多前辈的提携和观众朋友的爱护下，加之自己的不断努力，这才在演艺方面取得了一点成绩",11
"229",116,"范冰冰","作为一个演员，我常为自己能在世界舞台上展示我国文化而自豪，并不遗余力为此冲锋",12
"230",116,"范冰冰","可以说，我每一点成绩的取得，都离不开国家和人民群众的支持",13
"231",116,"范冰冰","没有党和国家的好政策，没有人民群众的爱护，就没有范冰冰",14
"232",116,"范冰冰","",15
"233",116,"范冰冰","今天，我对自己的过错深感惶恐不安",16
"234",116,"范冰冰","我辜负了国家对我的培养，辜负了社会对我的信任，也辜负了影迷对我的喜爱",17
"235",116,"范冰冰","在此，我再次向大家诚恳道歉",18
"236",116,"范冰冰","请大家原谅",19
"237",116,"范冰冰","",20
"238",116,"范冰冰","我相信，经过这次整顿，我会讲规矩、遵秩序、重责任，在把好的作品献给大家的同时，也要监督公司管理，守法经营，诚实守信，争做富有文化内涵的好公司，为全社会传播正能量",21
"239",116,"范冰冰","",22
"240",116,"范冰冰","再次向社会，向一直支持我的影迷，向关爱我的朋友家人真诚的说一句，对不起",23
"241",116,"范冰冰","",24
"242",117,"俞敏洪","今天我某个论坛上阐释'衡量评价的方向决定了教育的方向'这一论点时，用了女人找男人的标准做例子，由于没有表达好，引起了广大网友的误解，在此深表歉意",1
"243",117,"俞敏洪","我想表达的真正意思是：一个国家的女性的水平，就代表了国家的水平",2
"244",117,"俞敏洪","女性素质高，母亲素质高，就能够教育出高素质的孩子",3
"245",117,"俞敏洪","男性也被女性的价值观所引导，女性如果追求知性生活，男性一定会变得更智慧；女性如果眼里只有钱，男性就会拼命去挣钱，忽视了精神的修炼",4
"246",117,"俞敏洪","女性强则男人强，则国家强",5
"247",118,"翟天临","近期网络上因我论文情况而引发的讨论，让我懊悔不已、深度自责",1
"248",118,"翟天临","在这几天的舆论声讨和批判中，我深刻反思了自己的思想与言行",2
"249",118,"翟天临","虚荣心和侥幸心让我迷失了自己",3
"250",118,"翟天临","是我的不当行为，让学校声誉被连累、让学术风气被影响、让公众的信任被辜负",4
"251",118,"翟天临","我深感自责和内疚",5
"252",118,"翟天临","作为一名青年演员，我一直希望有足够的文化素养和理论基础来支撑自己的表演，这也是我向往学术的初衷",6
"253",118,"翟天临","正是出于对学习的重视，我决定攻读研究生",7
"254",118,"翟天临","研究生就读期间，我参加了一系列影视作品的拍摄，并有幸取得了一点成绩",8
"255",118,"翟天临","从那时起，我内心开始飘飘然，开始吹嘘自己，这种不良心态还被我带入到论文写作过程中，这促使我内心始终心存侥幸，忘记了初衷",9
"256",118,"翟天临","我本应牢记，诚信是一切的准则",10
"257",118,"翟天临","再次，我也要向被我影响到的相关论文作者真诚道歉",11
"258",118,"翟天临","北京电影学院是我最为感恩的母校",12
"259",118,"翟天临","我愿意积极配合学院的一切调查，毫无推卸地承担我的责任并接受学院做出的一切决定",13
"260",118,"翟天临","北京大学是我最为向往的殿堂",14
"261",118,"翟天临","我充满歉意地向光华管理学院提出，我正式申请退出北京大学博士后科研流动站的相关工作",15
"262",118,"翟天临","如果没有大家这次严厉批评与斥责，我曾经误以为自己已经到达了某一个阶段的彼岸，现在才发现，其实我是误入了歧途，距离目标还很远很远",16
"263",118,"翟天临","我真诚地恳求大家原谅我这个曾经被虚荣心作祟的年轻人",17
"264",118,"翟天临","最后，我在以万分之诚意，向学校、向爱护我的师长，以及社会大众郑重道歉",18
"265",118,"翟天临","还有一直支持我的粉丝们，对不起让你们失望了",19
"266",118,"翟天临","请大家相信，我必将以此为鉴，用最严谨的态度与行动，踏踏实实、认认真真对待每一件事，勤勤恳恳、本本分分做好自己",20
"267",118,"翟天临","",21
"268",119,"崔永元","1、做为一个从业多年的新闻工作者，做为一名高校教师，坚决拥护、认可中央调查组调查结论",1
"269",119,"崔永元","",2
"270",119,"崔永元","2、反思个人在此事件上的作法，在任何时候都不能轻信未经仔细证实的资料",3
"271",119,"崔永元","对此我很后悔，真诚道歉，并愿意承担一切责任",4
"272",119,"崔永元","",5
"273",119,"崔永元","3、以健康的身体和心态，全力以赴投入教学研究、学科建设，在做学问、做人、培养学生方面，投入更多精力，争取取得成就",6
"274",119,"崔永元","",7
"275",119,"崔永元","谢谢网友们的支持，让我们在爱国敬业、遵规守法的道路上，不忘初心，多多奉献",8
"276",119,"崔永元","",9
"277",120,"王源（TF boys","对不起",1
"278",120,"王源（TF boys","这件事让我深刻反思了自己的行为，对自己造成的不良社会影响，我感到十分抱歉和愧疚，很抱歉我做了一个错误的示范，我会承担相应的社会责任并接受处罚",2
"279",120,"王源（TF boys","作为一名公众人物，我今后一定会更加注重自身的言行，希望大家不要效仿我的错误行为",3
"280",120,"王源（TF boys","再次向大家道歉，我一定会以此为鉴，成为更好的大人",4
"281",120,"王源（TF boys","",5
"282",121,"刘阳","对不起，我在感情里做了无可原谅的事情，我还可笑的试图隐瞒所有人",1
"283",121,"刘阳","",2
"284",121,"刘阳","我也不相信自己会这样把对她4年多的感情抛之脑后，可事实就是我做了，并且是对这段感情伤害最深的事",3
"285",121,"刘阳","",4
"286",121,"刘阳","发这条微博不希望解释任何，错了就是错了，我不配获得大家的理解",5
"287",121,"刘阳","",6
"288",121,"刘阳","但是想说几件事：",7
"289",121,"刘阳","1",8
"290",121,"刘阳","事情发生到现在我一条朋友圈都没发，也不会发，那些我的朋友圈回复全是假的",9
"291",121,"刘阳","一些其他图片的伪造和p图也希望停止下来，不希望其他任何人卷进来，被伤害",10
"292",121,"刘阳","",11
"293",121,"刘阳","2",12
"294",121,"刘阳","阿沁她一直以来都非常非常善良，希望以后大家能善待她，也拜托尽量在她面前别提起我了",13
"295",121,"刘阳","",14
"296",121,"刘阳","前段时间我和她提分手找了特别多荒谬的理由，她一直告诉我这些都可以克服",15
"297",121,"刘阳","可我却一直在逃避和隐瞒，我知道我不该变心，我知道我在做一件错事，所以怕造成类似现在的影响而不敢说出真话",16
"298",121,"刘阳","可现在这样让她伤得更深，用这种方式被发现，我真是个懦夫",17
"299",121,"刘阳","",18
"300",121,"刘阳","3",19
"301",121,"刘阳","这件事完全是我一个人的错，是我去勾搭别人，我对她不依不饶，是我用尽了“甜言蜜语”去哄骗了她",20
"302",121,"刘阳","她也是一个受害者，无数次拒绝我，无数次拉黑我，可我像疯了一样……",21
"303",121,"刘阳","我让所有人受到牵连……",22
"304",121,"刘阳","我知道人生在世是不可以这样想做什么就做什么的，而且做的还是这样伤害最爱你的人的事",23
"305",121,"刘阳","我给大家做了错误的示范……",24
"306",121,"刘阳","虽然很无力，但还是要和大家说，对不起",25
"307",121,"刘阳","",26
"308",122,"江一燕","大家好，我是江一燕",1
"309",122,"江一燕","过去的这段时间，是我人生的“最高光”时刻，超过我专业上和业余上所有的收获",2
"310",122,"江一燕","很遗憾，它是负面的",3
"311",122,"江一燕","很显然，这是我人生最大的一场危机",4
"312",122,"江一燕","我需要面对这场危机",5
"313",122,"江一燕","第一件要做的事情，是道歉",6
"314",122,"江一燕","我要向社会道歉，因为个人的行为不当，成为舆论焦点，占用社会资源",7
"315",122,"江一燕","整个事情看起来像一个笑话，如果发生在别人身上，我同样会以看笑话的心态来围观",8
"316",122,"江一燕","我为老旧的房子，开启了改建的计划，我有一些创意和设想在改建中付诸实施，整个团队共同努力的设计创意参加建筑设计的专业评比获奖，我晒了奖项引发群嘲，当我还陷在这次人设垮塌的群嘲不能自拔的时候，我的房子被举报了，然后我亲自参与的“建筑作品”将由我亲自打碎",9
"317",122,"江一燕","如果我作为演员拿大这样的故事剧本，我肯定会读完之后把剧本摔到对方脸上，说“生活中怎么可能有这么荒诞的事情”",10
"318",122,"江一燕","是的，这么荒诞的事情，我是编剧，我是导演，我也是主演",11
"319",122,"江一燕","",12
"320",123,"王子文","对于这次的不当行为，我感到十分愧疚",1
"321",123,"王子文","在此诚恳地向大家道歉，作为公众人物今后必将严于律己加以改正，给大家添麻烦了",2
"322",123,"王子文","对不起",3
"323",123,"王子文","",4
"324",124,"梅婷","对不起，首先和大家道个歉，谢谢大家的监督和提醒，作为一个公众人物，我为我自己的行为感到十分的愧疚和自责，以后我一定会加倍注意自己的言行举止",1
"325",124,"梅婷","",2
"326",125,"王旭东","近期发生的“开车进故宫”事件引发社会高度关注，引起公众对故宫文物保护的担忧，我代表故宫博物院再次向社会公众诚挚道歉",1
"327",125,"王旭东","",2
"328",125,"王旭东","1月13日，经过故宫博物院批准的闭馆日活动有200余人参加",3
"329",125,"王旭东","因原定停车场车位已满，我院相关部门引导车辆停放时，临时改变停车位置，未严格执行报批的接待方案，将原定的西华门内西河沿停车场，变更为午门内金水河南侧临时停车场",4
"330",125,"王旭东","该区域地面是历年来不断更新的现代材料，多年来一直作为闭馆时段的车辆通道和闭馆日活动的临时停车场所",5
"331",125,"王旭东","",6
"332",125,"王旭东","此次事件反映出我院在内部管理和社会服务中存在的短板不足",7
"333",125,"王旭东","经研究决定，对负有领导责任的故宫博物院分管副院长和保卫处处长停职检查",8
"334",125,"王旭东","我院将汲取教训，以此为戒，全面加强管理，认真进行整改",9
"335",125,"王旭东","对故宫内所有车辆通道、停放场所进行排查，确保不对故宫文物造成损害，确保故宫安全，全力守护好故宫，为社会提供更多更好的公共服务",10
"336",125,"王旭东","",11
"337",126,"郭涛","非常抱歉在这个特殊时期占用公共资源",1
"338",126,"郭涛","在此，做一下简单说明：《父亲的力量》出版于2014年，初衷是想对自己的半生过往、婚后生活及为父感受做一次记录和总结",2
"339",126,"郭涛","首先，我要跟所有人说一句对不起",3
"340",126,"郭涛","书中涉及到的言论确实有失妥当，对此我进行了深刻的反省",4
"341",126,"郭涛","我也要跟所有信任我、支持我的一众好友们，以及合作过的女演员们说声对不起",5
"342",126,"郭涛","书中二十年前的某些内容或过往细节，如对任何人造成伤害，我为此道歉",6
"343",126,"郭涛","我本人对女性并无任何偏见，也会在未来的生活工作中做到言行合一，尊重女性的价值观念，尊重女性的职业选择，并为此作出表率",7
"344",126,"郭涛","最后，我再次表达对因此事给家人、朋友和读者们造成的伤害深表歉意",8
"345",126,"郭涛","作为公众人物，我会更加注意自己的言行举止",9
"346",126,"郭涛","也感谢网友让我有机会重新审视自己，在未来的人生中，更加尊重、爱护我的家人及所有人",10
"347",126,"郭涛","祝大家五一假期快乐，出门做好防护，保护好自己的家人",11
"348",126,"郭涛","",12
"349",127,"仝卓","对不起大家，我错了",1
"350",127,"仝卓","在事情发生后，我觉得十分羞愧",2
"351",127,"仝卓","大家的批评，让我真正认识了自己的问题",3
